maintenance_id,atm_id,maintenance_type,start_time,completion_time,component_replaced,outcome,related_incident_id
MAINT_INC_ATM_0043_20260109041500,ATM_0043,corrective,2026-01-09 04:15:00,2026-01-09 10:15:00,network_module,successful,INC_ATM_0043_20260109041500
MAINT_INC_ATM_0086_20260109043000,ATM_0086,corrective,2026-01-09 04:30:00,2026-01-09 17:15:00,dispenser_mechanism,successful,INC_ATM_0086_20260109043000
MAINT_INC_ATM_0109_20260109050500,ATM_0109,corrective,2026-01-09 05:05:00,2026-01-09 09:35:00,power_supply,successful,INC_ATM_0109_20260109050500
MAINT_INC_ATM_0047_20260109051500,ATM_0047,corrective,2026-01-09 05:15:00,2026-01-09 15:20:00,dispenser_mechanism,successful,INC_ATM_0047_20260109051500
MAINT_INC_ATM_0033_20260109063500,ATM_0033,corrective,2026-01-09 06:35:00,2026-01-09 17:30:00,hardware_module,successful,INC_ATM_0033_20260109063500
MAINT_INC_ATM_0169_20260109065500,ATM_0169,corrective,2026-01-09 06:55:00,2026-01-09 10:00:00,card_reader,successful,INC_ATM_0169_20260109065500
MAINT_INC_ATM_0119_20260109074000,ATM_0119,corrective,2026-01-09 07:40:00,2026-01-09 15:05:00,card_reader,successful,INC_ATM_0119_20260109074000
MAINT_INC_ATM_0131_20260109081000,ATM_0131,corrective,2026-01-09 08:10:00,2026-01-09 17:00:00,power_supply,successful,INC_ATM_0131_20260109081000
MAINT_INC_ATM_0050_20260109085500,ATM_0050,corrective,2026-01-09 08:55:00,2026-01-09 10:55:00,dispenser_mechanism,successful,INC_ATM_0050_20260109085500
MAINT_INC_ATM_0049_20260109095500,ATM_0049,corrective,2026-01-09 09:55:00,2026-01-09 15:15:00,software_update,successful,INC_ATM_0049_20260109095500
MAINT_INC_ATM_0123_20260109095500,ATM_0123,corrective,2026-01-09 09:55:00,2026-01-09 13:00:00,software_update,successful,INC_ATM_0123_20260109095500
MAINT_INC_ATM_0061_20260109114500,ATM_0061,corrective,2026-01-09 11:45:00,2026-01-09 20:45:00,dispenser_mechanism,successful,INC_ATM_0061_20260109114500
MAINT_INC_ATM_0075_20260109114500,ATM_0075,corrective,2026-01-09 11:45:00,2026-01-09 19:15:00,printer_mechanism,successful,INC_ATM_0075_20260109114500
MAINT_INC_ATM_0136_20260109120500,ATM_0136,corrective,2026-01-09 12:05:00,2026-01-09 13:35:00,card_reader,successful,INC_ATM_0136_20260109120500
MAINT_INC_ATM_0001_20260109122500,ATM_0001,corrective,2026-01-09 12:25:00,2026-01-09 21:00:00,power_supply,successful,INC_ATM_0001_20260109122500
MAINT_INC_ATM_0105_20260109132000,ATM_0105,corrective,2026-01-09 13:20:00,2026-01-09 15:40:00,printer_mechanism,successful,INC_ATM_0105_20260109132000
MAINT_INC_ATM_0117_20260109142000,ATM_0117,corrective,2026-01-09 14:20:00,2026-01-09 16:35:00,card_reader,successful,INC_ATM_0117_20260109142000
MAINT_INC_ATM_0070_20260109142500,ATM_0070,corrective,2026-01-09 14:25:00,2026-01-09 15:40:00,network_module,successful,INC_ATM_0070_20260109142500
MAINT_INC_ATM_0080_20260109191000,ATM_0080,corrective,2026-01-09 19:10:00,2026-01-09 21:00:00,network_module,successful,INC_ATM_0080_20260109191000
MAINT_INC_ATM_0128_20260109212000,ATM_0128,corrective,2026-01-09 21:20:00,2026-01-10 00:15:00,hardware_module,successful,INC_ATM_0128_20260109212000
MAINT_INC_ATM_0148_20260109223500,ATM_0148,corrective,2026-01-09 22:35:00,2026-01-10 05:40:00,dispenser_mechanism,successful,INC_ATM_0148_20260109223500
MAINT_INC_ATM_0005_20260109233500,ATM_0005,corrective,2026-01-09 23:35:00,2026-01-10 01:45:00,network_module,successful,INC_ATM_0005_20260109233500
MAINT_INC_ATM_0168_20260109234000,ATM_0168,corrective,2026-01-09 23:40:00,2026-01-10 01:10:00,network_module,successful,INC_ATM_0168_20260109234000
MAINT_INC_ATM_0171_20260109234000,ATM_0171,corrective,2026-01-09 23:40:00,2026-01-10 09:05:00,printer_mechanism,successful,INC_ATM_0171_20260109234000
MAINT_INC_ATM_0077_20260109235500,ATM_0077,corrective,2026-01-09 23:55:00,2026-01-10 06:15:00,network_module,successful,INC_ATM_0077_20260109235500
MAINT_INC_ATM_0161_20260110001500,ATM_0161,corrective,2026-01-10 00:15:00,2026-01-10 02:25:00,dispenser_mechanism,successful,INC_ATM_0161_20260110001500
MAINT_INC_ATM_0017_20260110010500,ATM_0017,corrective,2026-01-10 01:05:00,2026-01-10 03:35:00,printer_mechanism,successful,INC_ATM_0017_20260110010500
MAINT_INC_ATM_0096_20260110014500,ATM_0096,corrective,2026-01-10 01:45:00,2026-01-10 04:05:00,power_supply,successful,INC_ATM_0096_20260110014500
MAINT_INC_ATM_0019_20260110024500,ATM_0019,corrective,2026-01-10 02:45:00,2026-01-10 05:05:00,card_reader,successful,INC_ATM_0019_20260110024500
MAINT_INC_ATM_0026_20260110032000,ATM_0026,corrective,2026-01-10 03:20:00,2026-01-10 06:40:00,printer_mechanism,successful,INC_ATM_0026_20260110032000
MAINT_INC_ATM_0061_20260110033000,ATM_0061,corrective,2026-01-10 03:30:00,2026-01-10 13:20:00,printer_mechanism,successful,INC_ATM_0061_20260110033000
MAINT_INC_ATM_0158_20260110033500,ATM_0158,corrective,2026-01-10 03:35:00,2026-01-10 06:15:00,software_update,successful,INC_ATM_0158_20260110033500
MAINT_INC_ATM_0121_20260110050500,ATM_0121,corrective,2026-01-10 05:05:00,2026-01-10 16:25:00,card_reader,successful,INC_ATM_0121_20260110050500
MAINT_INC_ATM_0086_20260110060000,ATM_0086,corrective,2026-01-10 06:00:00,2026-01-10 15:25:00,dispenser_mechanism,successful,INC_ATM_0086_20260110060000
MAINT_INC_ATM_0134_20260110060500,ATM_0134,corrective,2026-01-10 06:05:00,2026-01-10 12:50:00,dispenser_mechanism,successful,INC_ATM_0134_20260110060500
MAINT_INC_ATM_0054_20260110064500,ATM_0054,corrective,2026-01-10 06:45:00,2026-01-10 08:30:00,printer_mechanism,successful,INC_ATM_0054_20260110064500
MAINT_INC_ATM_0075_20260110070500,ATM_0075,corrective,2026-01-10 07:05:00,2026-01-10 12:10:00,software_update,successful,INC_ATM_0075_20260110070500
MAINT_INC_ATM_0051_20260110072500,ATM_0051,corrective,2026-01-10 07:25:00,2026-01-10 12:05:00,card_reader,successful,INC_ATM_0051_20260110072500
MAINT_INC_ATM_0145_20260110072500,ATM_0145,corrective,2026-01-10 07:25:00,2026-01-10 17:30:00,hardware_module,successful,INC_ATM_0145_20260110072500
MAINT_INC_ATM_0062_20260110075500,ATM_0062,corrective,2026-01-10 07:55:00,2026-01-10 10:25:00,software_update,successful,INC_ATM_0062_20260110075500
MAINT_INC_ATM_0063_20260110081000,ATM_0063,corrective,2026-01-10 08:10:00,2026-01-10 11:20:00,software_update,successful,INC_ATM_0063_20260110081000
MAINT_INC_ATM_0038_20260110090500,ATM_0038,corrective,2026-01-10 09:05:00,2026-01-10 12:25:00,printer_mechanism,successful,INC_ATM_0038_20260110090500
MAINT_INC_ATM_0045_20260110095000,ATM_0045,corrective,2026-01-10 09:50:00,2026-01-10 21:45:00,cooling_fan,successful,INC_ATM_0045_20260110095000
MAINT_INC_ATM_0001_20260110111000,ATM_0001,corrective,2026-01-10 11:10:00,2026-01-10 12:55:00,power_supply,successful,INC_ATM_0001_20260110111000
MAINT_INC_ATM_0173_20260110112000,ATM_0173,corrective,2026-01-10 11:20:00,2026-01-10 13:40:00,hardware_module,successful,INC_ATM_0173_20260110112000
MAINT_INC_ATM_0025_20260110113000,ATM_0025,corrective,2026-01-10 11:30:00,2026-01-10 16:15:00,printer_mechanism,successful,INC_ATM_0025_20260110113000
MAINT_INC_ATM_0172_20260110115500,ATM_0172,corrective,2026-01-10 11:55:00,2026-01-10 13:50:00,card_reader,successful,INC_ATM_0172_20260110115500
MAINT_INC_ATM_0041_20260110121000,ATM_0041,corrective,2026-01-10 12:10:00,2026-01-10 19:10:00,card_reader,successful,INC_ATM_0041_20260110121000
MAINT_INC_ATM_0158_20260110122000,ATM_0158,corrective,2026-01-10 12:20:00,2026-01-10 20:00:00,card_reader,successful,INC_ATM_0158_20260110122000
MAINT_INC_ATM_0128_20260110125000,ATM_0128,corrective,2026-01-10 12:50:00,2026-01-10 14:35:00,network_module,successful,INC_ATM_0128_20260110125000
MAINT_INC_ATM_0036_20260110130500,ATM_0036,corrective,2026-01-10 13:05:00,2026-01-10 21:05:00,power_supply,successful,INC_ATM_0036_20260110130500
MAINT_INC_ATM_0108_20260110131000,ATM_0108,corrective,2026-01-10 13:10:00,2026-01-10 15:45:00,card_reader,successful,INC_ATM_0108_20260110131000
MAINT_INC_ATM_0037_20260110132000,ATM_0037,corrective,2026-01-10 13:20:00,2026-01-10 15:05:00,card_reader,successful,INC_ATM_0037_20260110132000
MAINT_INC_ATM_0117_20260110143500,ATM_0117,corrective,2026-01-10 14:35:00,2026-01-10 17:05:00,dispenser_mechanism,successful,INC_ATM_0117_20260110143500
MAINT_INC_ATM_0098_20260110144000,ATM_0098,corrective,2026-01-10 14:40:00,2026-01-10 21:35:00,printer_mechanism,successful,INC_ATM_0098_20260110144000
MAINT_INC_ATM_0014_20260110160000,ATM_0014,corrective,2026-01-10 16:00:00,2026-01-10 18:05:00,printer_mechanism,successful,INC_ATM_0014_20260110160000
MAINT_INC_ATM_0040_20260110160000,ATM_0040,corrective,2026-01-10 16:00:00,2026-01-10 18:25:00,dispenser_mechanism,successful,INC_ATM_0040_20260110160000
MAINT_INC_ATM_0157_20260110172500,ATM_0157,corrective,2026-01-10 17:25:00,2026-01-11 02:10:00,dispenser_mechanism,successful,INC_ATM_0157_20260110172500
MAINT_INC_ATM_0156_20260110174500,ATM_0156,corrective,2026-01-10 17:45:00,2026-01-10 19:55:00,dispenser_mechanism,successful,INC_ATM_0156_20260110174500
MAINT_INC_ATM_0052_20260110175500,ATM_0052,corrective,2026-01-10 17:55:00,2026-01-10 20:40:00,printer_mechanism,successful,INC_ATM_0052_20260110175500
MAINT_INC_ATM_0114_20260110180500,ATM_0114,corrective,2026-01-10 18:05:00,2026-01-11 04:10:00,power_supply,successful,INC_ATM_0114_20260110180500
MAINT_INC_ATM_0149_20260110185000,ATM_0149,corrective,2026-01-10 18:50:00,2026-01-10 20:55:00,hardware_module,successful,INC_ATM_0149_20260110185000
MAINT_INC_ATM_0066_20260110190500,ATM_0066,corrective,2026-01-10 19:05:00,2026-01-10 21:50:00,printer_mechanism,successful,INC_ATM_0066_20260110190500
MAINT_INC_ATM_0168_20260110192000,ATM_0168,corrective,2026-01-10 19:20:00,2026-01-11 04:40:00,software_update,successful,INC_ATM_0168_20260110192000
MAINT_INC_ATM_0020_20260110193500,ATM_0020,corrective,2026-01-10 19:35:00,2026-01-10 22:10:00,printer_mechanism,successful,INC_ATM_0020_20260110193500
MAINT_INC_ATM_0027_20260110195000,ATM_0027,corrective,2026-01-10 19:50:00,2026-01-11 06:15:00,printer_mechanism,successful,INC_ATM_0027_20260110195000
MAINT_INC_ATM_0137_20260110220500,ATM_0137,corrective,2026-01-10 22:05:00,2026-01-11 09:00:00,card_reader,successful,INC_ATM_0137_20260110220500
MAINT_INC_ATM_0103_20260110222500,ATM_0103,corrective,2026-01-10 22:25:00,2026-01-11 06:55:00,power_supply,successful,INC_ATM_0103_20260110222500
MAINT_INC_ATM_0093_20260110224000,ATM_0093,corrective,2026-01-10 22:40:00,2026-01-11 00:50:00,dispenser_mechanism,successful,INC_ATM_0093_20260110224000
MAINT_INC_ATM_0018_20260110225000,ATM_0018,corrective,2026-01-10 22:50:00,2026-01-11 00:50:00,network_module,successful,INC_ATM_0018_20260110225000
MAINT_INC_ATM_0061_20260110231000,ATM_0061,corrective,2026-01-10 23:10:00,2026-01-11 01:00:00,network_module,successful,INC_ATM_0061_20260110231000
MAINT_INC_ATM_0031_20260111005500,ATM_0031,corrective,2026-01-11 00:55:00,2026-01-11 02:35:00,printer_mechanism,successful,INC_ATM_0031_20260111005500
MAINT_INC_ATM_0026_20260111012500,ATM_0026,corrective,2026-01-11 01:25:00,2026-01-11 12:55:00,dispenser_mechanism,successful,INC_ATM_0026_20260111012500
MAINT_INC_ATM_0028_20260111014000,ATM_0028,corrective,2026-01-11 01:40:00,2026-01-11 03:25:00,printer_mechanism,successful,INC_ATM_0028_20260111014000
MAINT_INC_ATM_0055_20260111015000,ATM_0055,corrective,2026-01-11 01:50:00,2026-01-11 03:40:00,dispenser_mechanism,successful,INC_ATM_0055_20260111015000
MAINT_INC_ATM_0118_20260111023500,ATM_0118,corrective,2026-01-11 02:35:00,2026-01-11 04:45:00,printer_mechanism,successful,INC_ATM_0118_20260111023500
MAINT_INC_ATM_0032_20260111024000,ATM_0032,corrective,2026-01-11 02:40:00,2026-01-11 04:35:00,card_reader,successful,INC_ATM_0032_20260111024000
MAINT_INC_ATM_0066_20260111035000,ATM_0066,corrective,2026-01-11 03:50:00,2026-01-11 07:20:00,hardware_module,successful,INC_ATM_0066_20260111035000
MAINT_INC_ATM_0174_20260111054000,ATM_0174,corrective,2026-01-11 05:40:00,2026-01-11 08:10:00,software_update,successful,INC_ATM_0174_20260111054000
MAINT_INC_ATM_0014_20260111055500,ATM_0014,corrective,2026-01-11 05:55:00,2026-01-11 08:10:00,power_supply,successful,INC_ATM_0014_20260111055500
MAINT_INC_ATM_0003_20260111094500,ATM_0003,corrective,2026-01-11 09:45:00,2026-01-11 19:55:00,hardware_module,successful,INC_ATM_0003_20260111094500
MAINT_INC_ATM_0175_20260111094500,ATM_0175,corrective,2026-01-11 09:45:00,2026-01-11 12:30:00,software_update,successful,INC_ATM_0175_20260111094500
MAINT_INC_ATM_0123_20260111112500,ATM_0123,corrective,2026-01-11 11:25:00,2026-01-11 20:10:00,software_update,successful,INC_ATM_0123_20260111112500
MAINT_INC_ATM_0053_20260111113500,ATM_0053,corrective,2026-01-11 11:35:00,2026-01-11 18:30:00,printer_mechanism,successful,INC_ATM_0053_20260111113500
MAINT_INC_ATM_0118_20260111122000,ATM_0118,corrective,2026-01-11 12:20:00,2026-01-11 20:30:00,software_update,successful,INC_ATM_0118_20260111122000
MAINT_INC_ATM_0129_20260111150000,ATM_0129,corrective,2026-01-11 15:00:00,2026-01-12 01:00:00,card_reader,successful,INC_ATM_0129_20260111150000
MAINT_INC_ATM_0149_20260111154000,ATM_0149,corrective,2026-01-11 15:40:00,2026-01-11 17:10:00,printer_mechanism,successful,INC_ATM_0149_20260111154000
MAINT_INC_ATM_0073_20260111172000,ATM_0073,corrective,2026-01-11 17:20:00,2026-01-11 20:45:00,card_reader,successful,INC_ATM_0073_20260111172000
MAINT_INC_ATM_0170_20260111184500,ATM_0170,corrective,2026-01-11 18:45:00,2026-01-11 20:55:00,card_reader,successful,INC_ATM_0170_20260111184500
MAINT_INC_ATM_0148_20260111203000,ATM_0148,corrective,2026-01-11 20:30:00,2026-01-11 23:10:00,software_update,successful,INC_ATM_0148_20260111203000
MAINT_INC_ATM_0108_20260111205000,ATM_0108,corrective,2026-01-11 20:50:00,2026-01-12 00:10:00,software_update,successful,INC_ATM_0108_20260111205000
MAINT_INC_ATM_0147_20260111210000,ATM_0147,corrective,2026-01-11 21:00:00,2026-01-11 22:45:00,software_update,successful,INC_ATM_0147_20260111210000
MAINT_INC_ATM_0143_20260111223500,ATM_0143,corrective,2026-01-11 22:35:00,2026-01-12 02:25:00,dispenser_mechanism,successful,INC_ATM_0143_20260111223500
MAINT_INC_ATM_0139_20260111230500,ATM_0139,corrective,2026-01-11 23:05:00,2026-01-12 06:55:00,network_module,successful,INC_ATM_0139_20260111230500
MAINT_INC_ATM_0038_20260111233500,ATM_0038,corrective,2026-01-11 23:35:00,2026-01-12 08:30:00,network_module,successful,INC_ATM_0038_20260111233500
MAINT_INC_ATM_0058_20260112001500,ATM_0058,corrective,2026-01-12 00:15:00,2026-01-12 02:50:00,network_module,successful,INC_ATM_0058_20260112001500
MAINT_INC_ATM_0163_20260112004000,ATM_0163,corrective,2026-01-12 00:40:00,2026-01-12 10:45:00,printer_mechanism,successful,INC_ATM_0163_20260112004000
MAINT_INC_ATM_0045_20260112010000,ATM_0045,corrective,2026-01-12 01:00:00,2026-01-12 03:20:00,card_reader,successful,INC_ATM_0045_20260112010000
MAINT_INC_ATM_0065_20260112022500,ATM_0065,corrective,2026-01-12 02:25:00,2026-01-12 12:45:00,network_module,successful,INC_ATM_0065_20260112022500
MAINT_INC_ATM_0123_20260112032500,ATM_0123,corrective,2026-01-12 03:25:00,2026-01-12 06:30:00,printer_mechanism,successful,INC_ATM_0123_20260112032500
MAINT_INC_ATM_0118_20260112033000,ATM_0118,corrective,2026-01-12 03:30:00,2026-01-12 05:10:00,card_reader,successful,INC_ATM_0118_20260112033000
MAINT_INC_ATM_0150_20260112050000,ATM_0150,corrective,2026-01-12 05:00:00,2026-01-12 13:40:00,printer_mechanism,successful,INC_ATM_0150_20260112050000
MAINT_INC_ATM_0064_20260112053000,ATM_0064,corrective,2026-01-12 05:30:00,2026-01-12 07:35:00,network_module,successful,INC_ATM_0064_20260112053000
MAINT_INC_ATM_0140_20260112062500,ATM_0140,corrective,2026-01-12 06:25:00,2026-01-12 08:00:00,software_update,successful,INC_ATM_0140_20260112062500
MAINT_INC_ATM_0149_20260112063500,ATM_0149,corrective,2026-01-12 06:35:00,2026-01-12 08:55:00,power_supply,successful,INC_ATM_0149_20260112063500
MAINT_INC_ATM_0062_20260112070000,ATM_0062,corrective,2026-01-12 07:00:00,2026-01-12 14:55:00,card_reader,successful,INC_ATM_0062_20260112070000
MAINT_INC_ATM_0003_20260112072000,ATM_0003,corrective,2026-01-12 07:20:00,2026-01-12 09:05:00,power_supply,successful,INC_ATM_0003_20260112072000
MAINT_INC_ATM_0070_20260112074500,ATM_0070,corrective,2026-01-12 07:45:00,2026-01-12 09:50:00,card_reader,successful,INC_ATM_0070_20260112074500
MAINT_INC_ATM_0052_20260112075500,ATM_0052,corrective,2026-01-12 07:55:00,2026-01-12 15:05:00,software_update,successful,INC_ATM_0052_20260112075500
MAINT_INC_ATM_0049_20260112085000,ATM_0049,corrective,2026-01-12 08:50:00,2026-01-12 11:30:00,printer_mechanism,successful,INC_ATM_0049_20260112085000
MAINT_INC_ATM_0170_20260112091500,ATM_0170,corrective,2026-01-12 09:15:00,2026-01-12 21:20:00,cooling_fan,successful,INC_ATM_0170_20260112091500
MAINT_INC_ATM_0022_20260112100500,ATM_0022,corrective,2026-01-12 10:05:00,2026-01-12 17:00:00,dispenser_mechanism,successful,INC_ATM_0022_20260112100500
MAINT_INC_ATM_0111_20260112100500,ATM_0111,corrective,2026-01-12 10:05:00,2026-01-12 12:40:00,dispenser_mechanism,successful,INC_ATM_0111_20260112100500
MAINT_INC_ATM_0106_20260112134000,ATM_0106,corrective,2026-01-12 13:40:00,2026-01-12 16:40:00,card_reader,successful,INC_ATM_0106_20260112134000
MAINT_INC_ATM_0108_20260112151500,ATM_0108,corrective,2026-01-12 15:15:00,2026-01-12 17:35:00,card_reader,successful,INC_ATM_0108_20260112151500
MAINT_INC_ATM_0003_20260112155000,ATM_0003,corrective,2026-01-12 15:50:00,2026-01-12 17:50:00,card_reader,successful,INC_ATM_0003_20260112155000
MAINT_INC_ATM_0076_20260112163000,ATM_0076,corrective,2026-01-12 16:30:00,2026-01-12 19:00:00,power_supply,successful,INC_ATM_0076_20260112163000
MAINT_INC_ATM_0159_20260112170500,ATM_0159,corrective,2026-01-12 17:05:00,2026-01-12 19:55:00,dispenser_mechanism,successful,INC_ATM_0159_20260112170500
MAINT_INC_ATM_0062_20260112174500,ATM_0062,corrective,2026-01-12 17:45:00,2026-01-12 20:15:00,hardware_module,successful,INC_ATM_0062_20260112174500
MAINT_INC_ATM_0038_20260112175500,ATM_0038,corrective,2026-01-12 17:55:00,2026-01-12 20:10:00,power_supply,successful,INC_ATM_0038_20260112175500
MAINT_INC_ATM_0119_20260112185000,ATM_0119,corrective,2026-01-12 18:50:00,2026-01-12 20:30:00,cooling_fan,successful,INC_ATM_0119_20260112185000
MAINT_INC_ATM_0018_20260112191500,ATM_0018,corrective,2026-01-12 19:15:00,2026-01-12 20:45:00,cooling_fan,successful,INC_ATM_0018_20260112191500
MAINT_INC_ATM_0015_20260112201000,ATM_0015,corrective,2026-01-12 20:10:00,2026-01-12 22:00:00,dispenser_mechanism,successful,INC_ATM_0015_20260112201000
MAINT_INC_ATM_0067_20260112203000,ATM_0067,corrective,2026-01-12 20:30:00,2026-01-12 23:15:00,software_update,successful,INC_ATM_0067_20260112203000
