incident_id,atm_id,failure_type,failure_subtype,start_time,end_time,severity,maintenance_level,repair_duration_hours,root_cause,was_sudden
INC_ATM_0073_20260109002000,ATM_0073,dispenser,pick_failure,2026-01-09 00:20:00,2026-01-09 02:25:00,high,FLM,1.7765294822471382,Mechanical wear in dispenser,False
INC_ATM_0079_20260109002000,ATM_0079,dispenser,pick_failure,2026-01-09 00:20:00,2026-01-09 10:15:00,medium,SLM,9.584456107061932,Mechanical wear in dispenser,False
INC_ATM_0111_20260109010000,ATM_0111,dispenser,pick_failure,2026-01-09 01:00:00,2026-01-09 11:40:00,critical,SLM,10.143308630727109,Mechanical wear in dispenser,False
INC_ATM_0041_20260109015000,ATM_0041,printer,cutter_failure,2026-01-09 01:50:00,2026-01-09 04:25:00,low,FLM,2.3036134650760465,Printer mechanism failure,False
INC_ATM_0098_20260109030000,ATM_0098,dispenser,jam,2026-01-09 03:00:00,2026-01-09 13:30:00,high,SLM,9.953650058595526,Mechanical wear in dispenser,True
INC_ATM_0159_20260109032000,ATM_0159,power,power_supply_failure,2026-01-09 03:20:00,2026-01-09 05:30:00,critical,FLM,1.9119549338347106,Power supply instability,False
INC_ATM_0019_20260109033000,ATM_0019,card_reader,read_error,2026-01-09 03:30:00,2026-01-09 06:15:00,high,FLM,2.425089623753983,Card reader sensor malfunction,False
INC_ATM_0089_20260109033500,ATM_0089,power,power_supply_failure,2026-01-09 03:35:00,2026-01-09 06:15:00,high,FLM,2.2309406769457962,Power supply instability,False
INC_ATM_0043_20260109041500,ATM_0043,network,switch_failure,2026-01-09 04:15:00,2026-01-09 10:15:00,low,SLM,5.711352604766153,Network connectivity issue,False
INC_ATM_0086_20260109043000,ATM_0086,dispenser,pick_failure,2026-01-09 04:30:00,2026-01-09 17:15:00,high,SLM,12.37556452453467,Mechanical wear in dispenser,False
INC_ATM_0109_20260109050500,ATM_0109,power,ups_failure,2026-01-09 05:05:00,2026-01-09 09:35:00,low,SLM,4.148793846825209,Power supply instability,False
INC_ATM_0047_20260109051500,ATM_0047,dispenser,motor_failure,2026-01-09 05:15:00,2026-01-09 15:20:00,high,SLM,9.7187597892127,Mechanical wear in dispenser,False
INC_ATM_0033_20260109063500,ATM_0033,hardware,disk_failure,2026-01-09 06:35:00,2026-01-09 17:30:00,medium,SLM,10.623614797077373,Hardware component failure,False
INC_ATM_0169_20260109065500,ATM_0169,card_reader,card_jam,2026-01-09 06:55:00,2026-01-09 10:00:00,low,FLM,2.8419129140447574,Card reader sensor malfunction,False
INC_ATM_0119_20260109074000,ATM_0119,card_reader,card_jam,2026-01-09 07:40:00,2026-01-09 15:05:00,high,SLM,7.134110692096783,Card reader sensor malfunction,False
INC_ATM_0131_20260109081000,ATM_0131,power,power_supply_failure,2026-01-09 08:10:00,2026-01-09 17:00:00,high,SLM,8.51109008134871,Power supply instability,False
INC_ATM_0050_20260109085500,ATM_0050,dispenser,jam,2026-01-09 08:55:00,2026-01-09 10:55:00,medium,FLM,1.7330678977115839,Mechanical wear in dispenser,False
INC_ATM_0049_20260109095500,ATM_0049,software,driver_failure,2026-01-09 09:55:00,2026-01-09 15:15:00,critical,SLM,5.081453719990867,Software exception,False
INC_ATM_0123_20260109095500,ATM_0123,software,driver_failure,2026-01-09 09:55:00,2026-01-09 13:00:00,high,FLM,2.8280918293162203,Software exception,False
INC_ATM_0061_20260109114500,ATM_0061,dispenser,motor_failure,2026-01-09 11:45:00,2026-01-09 20:45:00,low,SLM,8.635114626251184,Mechanical wear in dispenser,False
INC_ATM_0075_20260109114500,ATM_0075,printer,cutter_failure,2026-01-09 11:45:00,2026-01-09 19:15:00,medium,SLM,7.219675921343978,Printer mechanism failure,False
INC_ATM_0136_20260109120500,ATM_0136,card_reader,read_error,2026-01-09 12:05:00,2026-01-09 13:35:00,medium,FLM,1.223881319243268,Card reader sensor malfunction,False
INC_ATM_0001_20260109122500,ATM_0001,power,voltage_drop,2026-01-09 12:25:00,2026-01-09 21:00:00,critical,SLM,8.335035225060086,Power supply instability,False
INC_ATM_0105_20260109132000,ATM_0105,printer,paper_jam,2026-01-09 13:20:00,2026-01-09 15:40:00,high,FLM,2.157364697147529,Printer mechanism failure,False
INC_ATM_0117_20260109142000,ATM_0117,card_reader,card_jam,2026-01-09 14:20:00,2026-01-09 16:35:00,medium,FLM,1.8536974146010579,Card reader sensor malfunction,False
INC_ATM_0070_20260109142500,ATM_0070,network,connectivity_loss,2026-01-09 14:25:00,2026-01-09 15:40:00,high,FLM,1.0216578467967086,Network connectivity issue,False
INC_ATM_0080_20260109191000,ATM_0080,network,switch_failure,2026-01-09 19:10:00,2026-01-09 21:00:00,low,FLM,1.489396695534471,Network connectivity issue,False
INC_ATM_0128_20260109212000,ATM_0128,hardware,disk_failure,2026-01-09 21:20:00,2026-01-10 00:15:00,critical,FLM,2.6241560123373615,Hardware component failure,False
INC_ATM_0148_20260109223500,ATM_0148,dispenser,transport_error,2026-01-09 22:35:00,2026-01-10 05:40:00,high,SLM,6.756745084506735,Mechanical wear in dispenser,False
INC_ATM_0005_20260109233500,ATM_0005,network,switch_failure,2026-01-09 23:35:00,2026-01-10 01:45:00,low,FLM,1.8088224882528965,Network connectivity issue,False
INC_ATM_0168_20260109234000,ATM_0168,network,timeout,2026-01-09 23:40:00,2026-01-10 01:10:00,high,FLM,1.129955419816349,Network connectivity issue,False
INC_ATM_0171_20260109234000,ATM_0171,printer,print_head_failure,2026-01-09 23:40:00,2026-01-10 09:05:00,low,SLM,9.16822620673027,Printer mechanism failure,False
INC_ATM_0077_20260109235500,ATM_0077,network,dns_failure,2026-01-09 23:55:00,2026-01-10 06:15:00,medium,SLM,5.923058430759948,Network connectivity issue,False
INC_ATM_0161_20260110001500,ATM_0161,dispenser,jam,2026-01-10 00:15:00,2026-01-10 02:25:00,medium,FLM,1.8465625253812552,Mechanical wear in dispenser,False
INC_ATM_0017_20260110010500,ATM_0017,printer,print_head_failure,2026-01-10 01:05:00,2026-01-10 03:35:00,high,FLM,2.1361569245682555,Printer mechanism failure,True
INC_ATM_0096_20260110014500,ATM_0096,power,power_supply_failure,2026-01-10 01:45:00,2026-01-10 04:05:00,medium,FLM,2.0445561164879114,Power supply instability,False
INC_ATM_0019_20260110024500,ATM_0019,card_reader,card_jam,2026-01-10 02:45:00,2026-01-10 05:05:00,low,FLM,2.02724358519743,Card reader sensor malfunction,False
INC_ATM_0026_20260110032000,ATM_0026,printer,cutter_failure,2026-01-10 03:20:00,2026-01-10 06:40:00,medium,FLM,2.961786745399595,Printer mechanism failure,False
INC_ATM_0061_20260110033000,ATM_0061,printer,paper_jam,2026-01-10 03:30:00,2026-01-10 13:20:00,low,SLM,9.468600619563798,Printer mechanism failure,False
INC_ATM_0158_20260110033500,ATM_0158,software,os_error,2026-01-10 03:35:00,2026-01-10 06:15:00,low,FLM,2.4267516676880048,Software exception,False
INC_ATM_0121_20260110050500,ATM_0121,card_reader,read_error,2026-01-10 05:05:00,2026-01-10 16:25:00,medium,SLM,11.071656121821519,Card reader sensor malfunction,False
INC_ATM_0086_20260110060000,ATM_0086,dispenser,jam,2026-01-10 06:00:00,2026-01-10 15:25:00,medium,SLM,8.966241254040945,Mechanical wear in dispenser,False
INC_ATM_0134_20260110060500,ATM_0134,dispenser,transport_error,2026-01-10 06:05:00,2026-01-10 12:50:00,medium,SLM,6.476455898845425,Mechanical wear in dispenser,False
INC_ATM_0054_20260110064500,ATM_0054,printer,cutter_failure,2026-01-10 06:45:00,2026-01-10 08:30:00,low,FLM,1.5331123684168104,Printer mechanism failure,False
INC_ATM_0075_20260110070500,ATM_0075,software,application_crash,2026-01-10 07:05:00,2026-01-10 12:10:00,medium,SLM,4.843586522968124,Software exception,False
INC_ATM_0051_20260110072500,ATM_0051,card_reader,read_error,2026-01-10 07:25:00,2026-01-10 12:05:00,medium,SLM,4.4074019135894265,Card reader sensor malfunction,False
INC_ATM_0145_20260110072500,ATM_0145,hardware,controller_failure,2026-01-10 07:25:00,2026-01-10 17:30:00,low,SLM,9.734869808944211,Hardware component failure,False
INC_ATM_0062_20260110075500,ATM_0062,software,os_error,2026-01-10 07:55:00,2026-01-10 10:25:00,high,FLM,2.1689403470225646,Software exception,False
INC_ATM_0063_20260110081000,ATM_0063,software,os_error,2026-01-10 08:10:00,2026-01-10 11:20:00,medium,FLM,2.893219138986419,Software exception,False
INC_ATM_0038_20260110090500,ATM_0038,printer,paper_jam,2026-01-10 09:05:00,2026-01-10 12:25:00,low,FLM,3.007129713347615,Printer mechanism failure,False
INC_ATM_0045_20260110095000,ATM_0045,thermal,overheating,2026-01-10 09:50:00,2026-01-10 21:45:00,medium,SLM,11.611377780873381,Thermal management failure,False
INC_ATM_0001_20260110111000,ATM_0001,power,power_outage,2026-01-10 11:10:00,2026-01-10 12:55:00,medium,FLM,1.5075034370914924,Power supply instability,False
INC_ATM_0173_20260110112000,ATM_0173,hardware,memory_error,2026-01-10 11:20:00,2026-01-10 13:40:00,critical,FLM,1.8456861203917265,Hardware component failure,False
INC_ATM_0025_20260110113000,ATM_0025,printer,paper_jam,2026-01-10 11:30:00,2026-01-10 16:15:00,low,SLM,4.570633248074952,Printer mechanism failure,False
INC_ATM_0172_20260110115500,ATM_0172,card_reader,reader_malfunction,2026-01-10 11:55:00,2026-01-10 13:50:00,critical,FLM,1.7152188775473673,Card reader sensor malfunction,False
INC_ATM_0041_20260110121000,ATM_0041,card_reader,reader_malfunction,2026-01-10 12:10:00,2026-01-10 19:10:00,low,SLM,6.750752155670961,Card reader sensor malfunction,True
INC_ATM_0158_20260110122000,ATM_0158,card_reader,reader_malfunction,2026-01-10 12:20:00,2026-01-10 20:00:00,high,SLM,7.286239047461392,Card reader sensor malfunction,False
INC_ATM_0128_20260110125000,ATM_0128,network,timeout,2026-01-10 12:50:00,2026-01-10 14:35:00,medium,FLM,1.400328704185576,Network connectivity issue,False
INC_ATM_0036_20260110130500,ATM_0036,power,voltage_drop,2026-01-10 13:05:00,2026-01-10 21:05:00,low,SLM,7.7422446636500855,Power supply instability,False
INC_ATM_0108_20260110131000,ATM_0108,card_reader,card_jam,2026-01-10 13:10:00,2026-01-10 15:45:00,high,FLM,2.1999032191484313,Card reader sensor malfunction,False
INC_ATM_0037_20260110132000,ATM_0037,card_reader,read_error,2026-01-10 13:20:00,2026-01-10 15:05:00,medium,FLM,1.5369210827066349,Card reader sensor malfunction,False
INC_ATM_0117_20260110143500,ATM_0117,dispenser,pick_failure,2026-01-10 14:35:00,2026-01-10 17:05:00,medium,FLM,2.128744034448967,Mechanical wear in dispenser,False
INC_ATM_0098_20260110144000,ATM_0098,printer,cutter_failure,2026-01-10 14:40:00,2026-01-10 21:35:00,low,SLM,6.661006832167499,Printer mechanism failure,True
INC_ATM_0014_20260110160000,ATM_0014,printer,cutter_failure,2026-01-10 16:00:00,2026-01-10 18:05:00,low,FLM,1.7354154398500752,Printer mechanism failure,False
INC_ATM_0040_20260110160000,ATM_0040,dispenser,motor_failure,2026-01-10 16:00:00,2026-01-10 18:25:00,low,FLM,2.1486929628592404,Mechanical wear in dispenser,False
INC_ATM_0157_20260110172500,ATM_0157,dispenser,pick_failure,2026-01-10 17:25:00,2026-01-11 02:10:00,medium,SLM,8.340965867272761,Mechanical wear in dispenser,False
INC_ATM_0156_20260110174500,ATM_0156,dispenser,motor_failure,2026-01-10 17:45:00,2026-01-10 19:55:00,critical,FLM,1.7799345872901446,Mechanical wear in dispenser,False
INC_ATM_0052_20260110175500,ATM_0052,printer,paper_jam,2026-01-10 17:55:00,2026-01-10 20:40:00,low,FLM,2.4829632513825226,Printer mechanism failure,False
INC_ATM_0114_20260110180500,ATM_0114,power,voltage_drop,2026-01-10 18:05:00,2026-01-11 04:10:00,critical,SLM,9.687047439029264,Power supply instability,False
INC_ATM_0149_20260110185000,ATM_0149,hardware,controller_failure,2026-01-10 18:50:00,2026-01-10 20:55:00,medium,FLM,1.6262736690261546,Hardware component failure,False
INC_ATM_0066_20260110190500,ATM_0066,printer,paper_jam,2026-01-10 19:05:00,2026-01-10 21:50:00,low,FLM,2.537256750333312,Printer mechanism failure,False
INC_ATM_0168_20260110192000,ATM_0168,software,application_crash,2026-01-10 19:20:00,2026-01-11 04:40:00,medium,SLM,9.021022522380292,Software exception,False
INC_ATM_0020_20260110193500,ATM_0020,printer,paper_jam,2026-01-10 19:35:00,2026-01-10 22:10:00,critical,FLM,2.163626274287641,Printer mechanism failure,False
INC_ATM_0027_20260110195000,ATM_0027,printer,paper_jam,2026-01-10 19:50:00,2026-01-11 06:15:00,high,SLM,10.229606744038628,Printer mechanism failure,False
INC_ATM_0137_20260110220500,ATM_0137,card_reader,card_jam,2026-01-10 22:05:00,2026-01-11 09:00:00,medium,SLM,10.70209180131926,Card reader sensor malfunction,False
INC_ATM_0103_20260110222500,ATM_0103,power,voltage_drop,2026-01-10 22:25:00,2026-01-11 06:55:00,medium,SLM,8.050218563994935,Power supply instability,False
INC_ATM_0093_20260110224000,ATM_0093,dispenser,transport_error,2026-01-10 22:40:00,2026-01-11 00:50:00,high,FLM,1.765444910775305,Mechanical wear in dispenser,False
INC_ATM_0018_20260110225000,ATM_0018,network,dns_failure,2026-01-10 22:50:00,2026-01-11 00:50:00,critical,FLM,1.773542548610839,Network connectivity issue,False
INC_ATM_0061_20260110231000,ATM_0061,network,dns_failure,2026-01-10 23:10:00,2026-01-11 01:00:00,critical,FLM,1.5773506867030598,Network connectivity issue,False
INC_ATM_0031_20260111005500,ATM_0031,printer,cutter_failure,2026-01-11 00:55:00,2026-01-11 02:35:00,high,FLM,1.3410370569505023,Printer mechanism failure,False
INC_ATM_0026_20260111012500,ATM_0026,dispenser,jam,2026-01-11 01:25:00,2026-01-11 12:55:00,high,SLM,11.150866780289695,Mechanical wear in dispenser,False
INC_ATM_0028_20260111014000,ATM_0028,printer,cutter_failure,2026-01-11 01:40:00,2026-01-11 03:25:00,low,FLM,1.5240366049211143,Printer mechanism failure,False
INC_ATM_0055_20260111015000,ATM_0055,dispenser,motor_failure,2026-01-11 01:50:00,2026-01-11 03:40:00,medium,FLM,1.5828569069442877,Mechanical wear in dispenser,False
INC_ATM_0118_20260111023500,ATM_0118,printer,paper_jam,2026-01-11 02:35:00,2026-01-11 04:45:00,high,FLM,1.9520585357309579,Printer mechanism failure,False
INC_ATM_0032_20260111024000,ATM_0032,card_reader,card_jam,2026-01-11 02:40:00,2026-01-11 04:35:00,low,FLM,1.6143260203244507,Card reader sensor malfunction,False
INC_ATM_0066_20260111035000,ATM_0066,hardware,disk_failure,2026-01-11 03:50:00,2026-01-11 07:20:00,high,FLM,3.0593416004002085,Hardware component failure,False
INC_ATM_0174_20260111054000,ATM_0174,software,driver_failure,2026-01-11 05:40:00,2026-01-11 08:10:00,medium,FLM,2.092226570601716,Software exception,False
INC_ATM_0014_20260111055500,ATM_0014,power,ups_failure,2026-01-11 05:55:00,2026-01-11 08:10:00,medium,FLM,1.7867847975788225,Power supply instability,False
INC_ATM_0003_20260111094500,ATM_0003,hardware,disk_failure,2026-01-11 09:45:00,2026-01-11 19:55:00,low,SLM,9.91788358278322,Hardware component failure,False
INC_ATM_0175_20260111094500,ATM_0175,software,os_error,2026-01-11 09:45:00,2026-01-11 12:30:00,medium,FLM,2.4285076467566453,Software exception,False
INC_ATM_0123_20260111112500,ATM_0123,software,driver_failure,2026-01-11 11:25:00,2026-01-11 20:10:00,low,SLM,8.428921993988137,Software exception,False
INC_ATM_0053_20260111113500,ATM_0053,printer,print_head_failure,2026-01-11 11:35:00,2026-01-11 18:30:00,low,SLM,6.548824859011506,Printer mechanism failure,False
INC_ATM_0118_20260111122000,ATM_0118,software,os_error,2026-01-11 12:20:00,2026-01-11 20:30:00,low,SLM,7.978766599675456,Software exception,False
INC_ATM_0129_20260111150000,ATM_0129,card_reader,card_jam,2026-01-11 15:00:00,2026-01-12 01:00:00,high,SLM,9.63497042312614,Card reader sensor malfunction,False
INC_ATM_0149_20260111154000,ATM_0149,printer,cutter_failure,2026-01-11 15:40:00,2026-01-11 17:10:00,medium,FLM,1.1464539073125617,Printer mechanism failure,False
INC_ATM_0073_20260111172000,ATM_0073,card_reader,reader_malfunction,2026-01-11 17:20:00,2026-01-11 20:45:00,medium,FLM,3.057877953045729,Card reader sensor malfunction,False
INC_ATM_0170_20260111184500,ATM_0170,card_reader,card_jam,2026-01-11 18:45:00,2026-01-11 20:55:00,low,FLM,1.795809810105243,Card reader sensor malfunction,False
INC_ATM_0148_20260111203000,ATM_0148,software,os_error,2026-01-11 20:30:00,2026-01-11 23:10:00,low,FLM,2.233565520102926,Software exception,False
INC_ATM_0108_20260111205000,ATM_0108,software,driver_failure,2026-01-11 20:50:00,2026-01-12 00:10:00,high,FLM,2.890853786725103,Software exception,False
INC_ATM_0147_20260111210000,ATM_0147,software,driver_failure,2026-01-11 21:00:00,2026-01-11 22:45:00,critical,FLM,1.479921007844073,Software exception,False
INC_ATM_0143_20260111223500,ATM_0143,dispenser,jam,2026-01-11 22:35:00,2026-01-12 02:25:00,medium,FLM,3.307023895039973,Mechanical wear in dispenser,False
INC_ATM_0139_20260111230500,ATM_0139,network,timeout,2026-01-11 23:05:00,2026-01-12 06:55:00,low,SLM,7.4829285910220085,Network connectivity issue,False
INC_ATM_0038_20260111233500,ATM_0038,network,connectivity_loss,2026-01-11 23:35:00,2026-01-12 08:30:00,low,SLM,8.405412260554758,Network connectivity issue,False
INC_ATM_0058_20260112001500,ATM_0058,network,timeout,2026-01-12 00:15:00,2026-01-12 02:50:00,medium,FLM,2.2045735781678504,Network connectivity issue,False
INC_ATM_0163_20260112004000,ATM_0163,printer,print_head_failure,2026-01-12 00:40:00,2026-01-12 10:45:00,medium,SLM,9.71920715128474,Printer mechanism failure,False
INC_ATM_0045_20260112010000,ATM_0045,card_reader,card_jam,2026-01-12 01:00:00,2026-01-12 03:20:00,medium,FLM,1.9681326813728,Card reader sensor malfunction,False
INC_ATM_0065_20260112022500,ATM_0065,network,switch_failure,2026-01-12 02:25:00,2026-01-12 12:45:00,high,SLM,9.942742721834183,Network connectivity issue,False
INC_ATM_0123_20260112032500,ATM_0123,printer,print_head_failure,2026-01-12 03:25:00,2026-01-12 06:30:00,low,FLM,2.8217980466161565,Printer mechanism failure,False
INC_ATM_0118_20260112033000,ATM_0118,card_reader,reader_malfunction,2026-01-12 03:30:00,2026-01-12 05:10:00,medium,FLM,1.261366027092587,Card reader sensor malfunction,False
INC_ATM_0150_20260112050000,ATM_0150,printer,paper_jam,2026-01-12 05:00:00,2026-01-12 13:40:00,medium,SLM,8.380421073785216,Printer mechanism failure,False
INC_ATM_0064_20260112053000,ATM_0064,network,connectivity_loss,2026-01-12 05:30:00,2026-01-12 07:35:00,medium,FLM,1.7861523192546636,Network connectivity issue,False
INC_ATM_0140_20260112062500,ATM_0140,software,application_crash,2026-01-12 06:25:00,2026-01-12 08:00:00,medium,FLM,1.2617758000468529,Software exception,False
INC_ATM_0149_20260112063500,ATM_0149,power,power_supply_failure,2026-01-12 06:35:00,2026-01-12 08:55:00,low,FLM,2.0412722200818907,Power supply instability,False
INC_ATM_0062_20260112070000,ATM_0062,card_reader,card_jam,2026-01-12 07:00:00,2026-01-12 14:55:00,critical,SLM,7.601329045585392,Card reader sensor malfunction,False
INC_ATM_0003_20260112072000,ATM_0003,power,power_outage,2026-01-12 07:20:00,2026-01-12 09:05:00,high,FLM,1.349462807452964,Power supply instability,False
INC_ATM_0070_20260112074500,ATM_0070,card_reader,read_error,2026-01-12 07:45:00,2026-01-12 09:50:00,medium,FLM,1.8448634593302875,Card reader sensor malfunction,False
INC_ATM_0052_20260112075500,ATM_0052,software,driver_failure,2026-01-12 07:55:00,2026-01-12 15:05:00,high,SLM,6.765745024892512,Software exception,False
INC_ATM_0049_20260112085000,ATM_0049,printer,paper_jam,2026-01-12 08:50:00,2026-01-12 11:30:00,low,FLM,2.1409333315582693,Printer mechanism failure,False
INC_ATM_0170_20260112091500,ATM_0170,thermal,overheating,2026-01-12 09:15:00,2026-01-12 21:20:00,medium,SLM,11.802398841367706,Thermal management failure,False
INC_ATM_0022_20260112100500,ATM_0022,dispenser,motor_failure,2026-01-12 10:05:00,2026-01-12 17:00:00,high,SLM,6.529997936630478,Mechanical wear in dispenser,False
INC_ATM_0111_20260112100500,ATM_0111,dispenser,motor_failure,2026-01-12 10:05:00,2026-01-12 12:40:00,low,FLM,2.3738535529385767,Mechanical wear in dispenser,False
INC_ATM_0106_20260112134000,ATM_0106,card_reader,reader_malfunction,2026-01-12 13:40:00,2026-01-12 16:40:00,low,FLM,2.4830297513577957,Card reader sensor malfunction,False
INC_ATM_0108_20260112151500,ATM_0108,card_reader,card_jam,2026-01-12 15:15:00,2026-01-12 17:35:00,low,FLM,2.148658724628146,Card reader sensor malfunction,False
INC_ATM_0003_20260112155000,ATM_0003,card_reader,reader_malfunction,2026-01-12 15:50:00,2026-01-12 17:50:00,medium,FLM,1.6426155219386707,Card reader sensor malfunction,False
INC_ATM_0076_20260112163000,ATM_0076,power,voltage_drop,2026-01-12 16:30:00,2026-01-12 19:00:00,medium,FLM,2.039539835386501,Power supply instability,False
INC_ATM_0159_20260112170500,ATM_0159,dispenser,motor_failure,2026-01-12 17:05:00,2026-01-12 19:55:00,low,FLM,2.4416169035207194,Mechanical wear in dispenser,False
INC_ATM_0062_20260112174500,ATM_0062,hardware,memory_error,2026-01-12 17:45:00,2026-01-12 20:15:00,high,FLM,2.1638965023140564,Hardware component failure,False
INC_ATM_0038_20260112175500,ATM_0038,power,power_supply_failure,2026-01-12 17:55:00,2026-01-12 20:10:00,medium,FLM,1.906350968928442,Power supply instability,False
INC_ATM_0119_20260112185000,ATM_0119,thermal,overheating,2026-01-12 18:50:00,2026-01-12 20:30:00,medium,FLM,1.2540870659642662,Thermal management failure,False
INC_ATM_0018_20260112191500,ATM_0018,thermal,cooling_system_failure,2026-01-12 19:15:00,2026-01-12 20:45:00,low,FLM,1.1756685709739862,Thermal management failure,False
INC_ATM_0015_20260112201000,ATM_0015,dispenser,transport_error,2026-01-12 20:10:00,2026-01-12 22:00:00,low,FLM,1.6651290015188884,Mechanical wear in dispenser,True
INC_ATM_0067_20260112203000,ATM_0067,software,application_crash,2026-01-12 20:30:00,2026-01-12 23:15:00,low,FLM,2.478826027735682,Software exception,False
INC_ATM_0052_20260112205000,ATM_0052,hardware,disk_failure,2026-01-12 20:50:00,,medium,SLM,9.180775682786486,Hardware component failure,False
INC_ATM_0116_20260112215000,ATM_0116,dispenser,jam,2026-01-12 21:50:00,,critical,SLM,8.65750153761217,Mechanical wear in dispenser,False
INC_ATM_0084_20260112223000,ATM_0084,thermal,cooling_system_failure,2026-01-12 22:30:00,,medium,FLM,2.1060510748286063,Thermal management failure,False
INC_ATM_0023_20260112225000,ATM_0023,network,connectivity_loss,2026-01-12 22:50:00,,low,FLM,1.3963376635563085,Network connectivity issue,False
INC_ATM_0083_20260112225500,ATM_0083,thermal,fan_failure,2026-01-12 22:55:00,,medium,FLM,1.9885562170309907,Thermal management failure,False
INC_ATM_0136_20260112230000,ATM_0136,card_reader,read_error,2026-01-12 23:00:00,,medium,FLM,1.5384809823768502,Card reader sensor malfunction,False
INC_ATM_0153_20260112233000,ATM_0153,dispenser,transport_error,2026-01-12 23:30:00,,medium,SLM,9.38596285404492,Mechanical wear in dispenser,False
